NIT,RAZÓN SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,AÑO DE CORTE,DESCRIPCCIÓN CIIU
"830,126,832",HI TECH ZIPP SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4642,COMERCIO,0.03,-0.0,0.02,0.02,0.0,"2,024",Comercio al por mayor de prendas de vestir
"806,002,207",DISTRIBUIDORA RIOMAR SAS,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA MARTA-MAGDALENA,4711,COMERCIO,0.03,0.0,0.01,0.0,0.0,"2,024","Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco"
"830,006,910",GENERACION COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4631,COMERCIO,0.03,0.0,0.02,0.01,0.02,"2,024",Comercio al por mayor de productos alimenticios
"805,003,032",CI METALES Y METALES DE OCCIDENTE SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4665,COMERCIO,0.03,-0.0,0.01,0.0,0.0,"2,024","Comercio al por mayor de desperdicios, desechos y chatarra"
"860,508,007",DUQUE SALDARRIAGA Y CIA S EN C,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4669,COMERCIO,0.03,0.0,0.01,0.01,0.0,"2,024",Comercio al por mayor de otros productos n.c.p.
"900,750,184",JOWAT ANDINA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4649,COMERCIO,0.03,0.0,0.01,0.01,0.01,"2,024",Comercio al por mayor de otros enseres domésticos n.c.p.
"830,087,855",BIOLORE LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,4690,COMERCIO,0.03,0.0,0.02,0.0,0.01,"2,024",Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.
"890,943,038",ALBERTO OCHOA Y CIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4731,COMERCIO,0.03,0.0,0.01,0.0,0.01,"2,024",Comercio al por menor de combustible para automotores
"900,871,411",GIOGALEANO COMUNICACIONES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,4741,COMERCIO,0.03,0.0,0.01,0.01,0.0,"2,024","Comercio al por menor de computadores, equipo periférico, programas de informática y equipo de telecomunicaciones en establecimientos especializados"
"901,192,913",DISTRIBUCIONES EL DESCUENTO SAS,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,4711,COMERCIO,0.03,0.0,0.01,0.0,0.01,"2,024","Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco"
"830,014,795",DISCOVERY ENTERPRISE BUSINESS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,4651,COMERCIO,0.03,0.0,0.01,0.01,0.0,"2,024","Comercio al por mayor de computadores, equipo periférico y programas de informática"
"830,141,132",LOH ENTERPRISES COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4659,COMERCIO,0.03,0.0,0.01,0.01,0.0,"2,024",Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.
"901,263,134",EMPRESA DE SERVICIO E INVERSIONES CONTRERAS SAS,SUPERSOCIEDADES,Otros,CESAR,LA GLORIA -CESAR,4731,COMERCIO,0.03,0.0,0.0,0.0,0.0,"2,024",Comercio al por menor de combustible para automotores
"900,427,821",GRANULADOS Y CARBONES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4661,COMERCIO,0.03,0.0,0.01,0.0,0.01,"2,024","Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
"900,262,893",AP3 CARNES SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,4723,COMERCIO,0.03,0.0,0.01,0.01,0.0,"2,024","Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados"
"900,051,126",DISYAMOTOS SAS,SUPERSOCIEDADES,Otros,TOLIMA,IBAGUE-TOLIMA,4541,COMERCIO,0.03,0.0,0.0,0.0,0.0,"2,024","Comercio de motocicletas y de sus partes, piezas y accesorios"
"800,188,578",AMERICAN VETERINARIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,0.03,0.0,0.03,0.01,0.02,"2,024","Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
"890,912,081",FERNANDEZ VELEZ Y COMPAÑIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4731,COMERCIO,0.03,0.0,0.01,0.0,0.01,"2,024",Comercio al por menor de combustible para automotores
"800,252,944",LA DISTRIBUIDORA MARACAIBO SAS,SUPERSOCIEDADES,Costa Pacífica,CAUCA,POPAYAN-CAUCA,4663,COMERCIO,0.03,0.0,0.01,0.0,0.0,"2,024","Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción"
"900,791,481",TERRA TRADING SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4690,COMERCIO,0.03,0.0,0.01,0.0,0.0,"2,024",Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.
"900,230,040",BIO STEEL DE COLOMBIA SA,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4773,COMERCIO,0.03,0.0,0.07,0.03,0.05,"2,024","Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados"
"900,231,137",FARMACERES SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,4645,COMERCIO,0.03,0.0,0.02,0.01,0.01,"2,024","Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
"901,376,511",LINEA FRUTAL SAS ZOMAC,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,APARTADO-ANTIOQUIA,4631,COMERCIO,0.03,0.0,0.0,0.0,0.0,"2,024",Comercio al por mayor de productos alimenticios
"900,796,431",CEMENTOS CAUCA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4663,COMERCIO,0.03,0.0,0.03,0.0,0.02,"2,024","Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción"
"830,512,205",SPECIAL PRODUCTS SURGERY SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4645,COMERCIO,0.03,0.0,0.02,0.01,0.01,"2,024","Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
"811,038,173",CMSA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4610,COMERCIO,0.03,0.0,0.01,0.01,0.0,"2,024",Comercio al por mayor a cambio de una retribución o por contrata
"900,493,470",GRUPO MOTOR SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,4732,COMERCIO,0.03,0.0,0.01,0.0,0.01,"2,024","Comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores"
"830,513,326",OMAGRO SAS,SUPERSOCIEDADES,Otros,META,VILLAVICENCIO-META,4664,COMERCIO,0.03,0.0,0.01,0.01,0.01,"2,024","Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario"
"830,045,181",SOLVAY COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4664,COMERCIO,0.03,0.0,0.02,0.01,0.02,"2,024","Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario"
"900,864,885",DEPOSITO HABITARE CUCUTA SAS,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,4663,COMERCIO,0.02,0.0,0.02,0.01,0.0,"2,024","Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción"
"900,541,039",HOME SALE S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA-CUNDINAMARCA,4791,COMERCIO,0.02,0.0,0.01,0.0,0.01,"2,024",Comercio al por menor realizado a través de internet
"900,952,980",MBRANDS SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4771,COMERCIO,0.02,0.0,0.02,0.01,0.01,"2,024",Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados
"830,083,335",HOERBIGER DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4659,COMERCIO,0.02,0.0,0.02,0.01,0.01,"2,024",Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.
"900,991,131",ORANGE EXPORT SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,PIEDECUESTA-SANTANDER,4631,COMERCIO,0.02,0.0,0.01,0.01,0.01,"2,024",Comercio al por mayor de productos alimenticios
"900,622,537",JIN MAO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4773,COMERCIO,0.02,0.0,0.01,0.01,0.0,"2,024","Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados"
"900,167,305",DISTRIBUIDORA MOTOCENTRO SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,4541,COMERCIO,0.02,0.0,0.01,0.0,0.01,"2,024","Comercio de motocicletas y de sus partes, piezas y accesorios"
"800,012,080",MUNDIAL DE FILTROS Y ACEITES SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4530,COMERCIO,0.02,0.0,0.02,0.0,0.01,"2,024","Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores"
"800,249,945",HILOS & SUMINISTROS LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4751,COMERCIO,0.02,0.0,0.02,0.01,0.01,"2,024",Comercio al por menor de productos textiles en establecimientos especializados
"901,136,811",ODAGEL INVERSIONES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4631,COMERCIO,0.02,-0.0,0.04,0.04,0.0,"2,024",Comercio al por mayor de productos alimenticios
"800,224,617",FERREINOX SAS BIC,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,4663,COMERCIO,0.02,0.0,0.01,0.01,0.0,"2,024","Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción"
"890,316,640",FERCON SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,4620,COMERCIO,0.02,0.0,0.01,0.01,0.01,"2,024",Comercio al por mayor de materias primas agropecuarias; animales vivos
"892,400,420",SOTO GARCIA & COMPAÑIA S EN C S,SUPERSOCIEDADES,Otros,SAN ANDRES Y PROVIDENCIA,SAN ANDRES-SAN ANDRES Y PROVIDENCIA,4663,COMERCIO,0.02,0.0,0.01,0.0,0.01,"2,024","Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción"
"891,855,859",INVERSIONES Y PROMOCIONES SAS,SUPERSOCIEDADES,Centro - Oriente,BOYACA,DUITAMA-BOYACA,4530,COMERCIO,0.02,0.0,0.01,0.0,0.01,"2,024","Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores"
